LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate
1958,-,1133928447,2005.12.06,R37-M1-N1-C:J02-U01,2005-12-06-20.07.27.653573,R37-M1-N1-C:J02-U01,RAS,KERNEL,INFO,"Kernel detected 3945740 integer alignment exceptions (3945733) iar 0x00544ea8, dear 0x01ef7960 (3945734) iar 0x00544eb8, dear 0x01ef7980 (3945735) iar 0x00544ea8, dear 0x01ef79a0 (3945736) iar 0x00544eb8, dear 0x01ef79c0 (3945737) iar 0x00544ee0, dear 0x01ef79e0 (3945738) iar 0x00544ef0, dear 0x01ef7a00 (3945739) iar 0x00544ee0, dear 0x01ef7a20 (3945740) iar 0x00544ef0, dear 0x01ef7a40",E78,"Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>"
562,-,1120351682,2005.07.02,R04-M1-NE-C:J11-U11,2005-07-02-17.48.02.615045,R04-M1-NE-C:J11-U11,RAS,KERNEL,INFO,generating core.3293,E67,generating core.<*>
129,KERNDTLB,1118543955,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-19.39.15.873091,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt,E55,data TLB error interrupt
678,-,1120935398,2005.07.09,R25-M1-N8-C:J16-U11,2005-07-09-11.56.38.939515,R25-M1-N8-C:J16-U11,RAS,KERNEL,INFO,generating core.14652,E67,generating core.<*>
197,-,1118765825,2005.06.14,R13-M0-NA-C:J15-U01,2005-06-14-09.17.05.516605,R13-M0-NA-C:J15-U01,RAS,KERNEL,FATAL,instruction address: 0x00004ed8,E76,instruction address: <*>
1597,-,1131061783,2005.11.03,R64-M1-N3-C:J05-U11,2005-11-03-15.49.43.212690,R64-M1-N3-C:J05-U11,RAS,KERNEL,INFO,iar 00106534 dear 045e145c,E70,iar <*> dear <*>
136,KERNDTLB,1118545700,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-20.08.20.603096,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt,E55,data TLB error interrupt
1046,-,1121901372,2005.07.20,R35-M1-N4-C:J17-U01,2005-07-20-16.16.12.601313,R35-M1-N4-C:J17-U01,RAS,KERNEL,INFO,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions
1355,-,1125223076,2005.08.28,R41-M1-N3-C:J15-U11,2005-08-28-02.57.56.219310,R41-M1-N3-C:J15-U11,RAS,KERNEL,INFO,iar 0014a150 dear 0098d458,E70,iar <*> dear <*>
895,-,1121311022,2005.07.13,R24-M0-NF-C:J15-U11,2005-07-13-20.17.02.167067,R24-M0-NF-C:J15-U11,RAS,KERNEL,INFO,generating core.12984,E67,generating core.<*>
347,-,1118964552,2005.06.16,R02-M1-N0-C:J12-U11,2005-06-16-16.29.12.853302,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
1082,-,1122139629,2005.07.23,R05-M1-N5-C:J14-U11,2005-07-23-10.27.09.450287,R05-M1-N5-C:J14-U11,RAS,KERNEL,INFO,15 floating point alignment exceptions,E4,<*> floating point alignment exceptions
756,-,1120967983,2005.07.09,R35-M1-N3-C:J04-U11,2005-07-09-20.59.43.240343,R35-M1-N3-C:J04-U11,RAS,KERNEL,INFO,generating core.26835,E67,generating core.<*>
299,-,1118773252,2005.06.14,R20-M1-N0-C:J10-U01,2005-06-14-11.20.52.106874,R20-M1-N0-C:J10-U01,RAS,KERNEL,FATAL,debug wait enable.................0,E58,debug wait enable.................<*>
558,-,1120267083,2005.07.01,R33-M0-N8-C:J10-U11,2005-07-01-18.18.03.046965,R33-M0-N8-C:J10-U11,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
672,-,1120935068,2005.07.09,R06-M1-ND-C:J04-U01,2005-07-09-11.51.08.686968,R06-M1-ND-C:J04-U01,RAS,KERNEL,INFO,generating core.59907,E67,generating core.<*>
1408,-,1126979315,2005.09.17,R76-M1-N8,2005-09-17-10.48.35.944995,R76-M1-N8,,DISCOVERY,ERROR,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,E92,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*>.<*> volt rail is OK. The <*>.<*> volt rail is OK.
51,-,1117990951,2005.06.05,R31-M1-NF-C:J15-U01,2005-06-05-10.02.31.242619,R31-M1-NF-C:J15-U01,RAS,KERNEL,INFO,generating core.4368,E67,generating core.<*>
666,-,1120934788,2005.07.09,R11-M0-NE-C:J11-U11,2005-07-09-11.46.28.950400,R11-M0-NE-C:J11-U11,RAS,KERNEL,INFO,generating core.17517,E67,generating core.<*>
1173,-,1122430586,2005.07.26,R21-M0-N1-C:J05-U01,2005-07-26-19.16.26.413910,R21-M0-N1-C:J05-U01,RAS,KERNEL,INFO,generating core.55515,E67,generating core.<*>
244,-,1118770028,2005.06.14,R20-M0-ND-C:J05-U01,2005-06-14-10.27.08.151309,R20-M0-ND-C:J05-U01,RAS,KERNEL,FATAL,program interrupt: illegal instruction......0,E101,program interrupt: illegal instruction......<*>
1675,-,1131142377,2005.11.04,R62-M0-N4-C:J15-U11,2005-11-04-14.12.57.989477,R62-M0-N4-C:J15-U11,RAS,KERNEL,INFO,iar 001066c4 dear 0252527c,E70,iar <*> dear <*>
1503,-,1129550547,2005.10.17,R02-M0-N4-C:J04-U11,2005-10-17-05.02.27.161242,R02-M0-N4-C:J04-U11,RAS,KERNEL,INFO,data cache search parity error detected. attempting to correct,E51,data cache search parity error detected. attempting to correct
1251,-,1123915673,2005.08.12,R66-M1-N4-I:J18-U01,2005-08-12-23.47.53.914235,R66-M1-N4-I:J18-U01,RAS,APP,FATAL,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",E25,"ciod: Error loading /<*>: invalid or missing program image, Exec format error"
548,-,1120265568,2005.07.01,R34-M0-N9-C:J08-U01,2005-07-01-17.52.48.085606,R34-M0-N9-C:J08-U01,RAS,KERNEL,INFO,458720 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
534,-,1120262099,2005.07.01,R24-M1-NB-C:J14-U11,2005-07-01-16.54.59.334330,R24-M1-NB-C:J14-U11,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
1194,-,1122431732,2005.07.26,R05-M1-N9-C:J11-U01,2005-07-26-19.35.32.608060,R05-M1-N9-C:J11-U01,RAS,KERNEL,INFO,generating core.23873,E67,generating core.<*>
556,-,1120266925,2005.07.01,R25-M1-N2-C:J10-U01,2005-07-01-18.15.25.287847,R25-M1-N2-C:J10-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
346,APPREAD,1118958902,2005.06.16,R32-M1-N8-I:J18-U01,2005-06-16-14.55.02.074340,R32-M1-N8-I:J18-U01,RAS,APP,FATAL,ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:51706,E33,ciod: failed to read message prefix on control stream (CioStream socket to <*>:<*>
925,-,1121312412,2005.07.13,R30-M1-NC-C:J17-U01,2005-07-13-20.40.12.834348,R30-M1-NC-C:J17-U01,RAS,KERNEL,INFO,generating core.29732,E67,generating core.<*>
286,-,1118772122,2005.06.14,R27-M0-N1-C:J15-U01,2005-06-14-11.02.02.534437,R27-M0-N1-C:J15-U01,RAS,KERNEL,FATAL,icache prefetch threshold................0,E72,icache prefetch threshold................<*>
1179,-,1122430783,2005.07.26,R20-M0-NB-C:J02-U11,2005-07-26-19.19.43.766607,R20-M0-NB-C:J02-U11,RAS,KERNEL,INFO,generating core.29755,E67,generating core.<*>
1128,-,1122165876,2005.07.23,R10-M1-NE-C:J05-U01,2005-07-23-17.44.36.808433,R10-M1-NE-C:J05-U01,RAS,KERNEL,INFO,5 floating point alignment exceptions,E4,<*> floating point alignment exceptions
1878,-,1133454734,2005.12.01,R07-M1-N7-C:J14-U01,2005-12-01-08.32.14.399124,R07-M1-N7-C:J14-U01,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
1204,-,1123030693,2005.08.02,R00-M0-ND,2005-08-02-17.58.13.994269,R00-M0-ND,,DISCOVERY,INFO,"Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04DF80A7942FFFFF0C081AE08CD2, found 0000000000000000000000000000",E93,"Node card VPD check: U<*> node in processor card slot J<*> do not match. VPD ecid <*>, found <*>"
1678,-,1131142817,2005.11.04,R62-M0-N5-C:J16-U11,2005-11-04-14.20.17.262659,R62-M0-N5-C:J16-U11,RAS,KERNEL,INFO,iar 001066c4 dear 0252529c,E70,iar <*> dear <*>
381,-,1119571364,2005.06.23,R23-M1-N7-C:J14-U01,2005-06-23-17.02.44.950044,R23-M1-N7-C:J14-U01,RAS,KERNEL,INFO,3091200 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
1241,-,1123914543,2005.08.12,R52-M1-N8-I:J18-U11,2005-08-12-23.29.03.099851,R52-M1-N8-I:J18-U11,RAS,APP,FATAL,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",E25,"ciod: Error loading /<*>: invalid or missing program image, Exec format error"
1277,-,1124741126,2005.08.22,R65-M0-NC-I:J18-U11,2005-08-22-13.05.26.526291,R65-M0-NC-I:J18-U11,RAS,KERNEL,INFO,ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,E34,ciod: generated <*> core files for program <*>
257,-,1118771001,2005.06.14,R26-M1-NF-C:J11-U11,2005-06-14-10.43.21.582308,R26-M1-NF-C:J11-U11,RAS,KERNEL,FATAL,floating point instr. enabled.....1,E62,floating point instr. enabled.....<*>
1237,-,1123759596,2005.08.11,R35-M0-N6-C:J13-U01,2005-08-11-04.26.36.236761,R35-M0-N6-C:J13-U01,RAS,KERNEL,INFO,"CE sym 28, at 0x0fe65820, mask 0x04",E18,"CE sym <*>, at <*>, mask <*>"
1145,-,1122167438,2005.07.23,R11-M1-N5-C:J14-U11,2005-07-23-18.10.38.305020,R11-M1-N5-C:J14-U11,RAS,KERNEL,INFO,685 floating point alignment exceptions,E4,<*> floating point alignment exceptions
94,-,1118301090,2005.06.09,R21-M1-NA-C:J07-U11,2005-06-09-00.11.30.925676,R21-M1-NA-C:J07-U11,RAS,KERNEL,INFO,generating core.1694,E67,generating core.<*>
1571,-,1131059703,2005.11.03,R67-M0-N2-C:J07-U11,2005-11-03-15.15.03.617956,R67-M0-N2-C:J07-U11,RAS,KERNEL,INFO,iar 00106228 dear 0244c24c,E70,iar <*> dear <*>
1897,-,1133455125,2005.12.01,R71-M0-NF-C:J11-U11,2005-12-01-08.38.45.935400,R71-M0-NF-C:J11-U11,RAS,KERNEL,INFO,"CE sym 4, at 0x0589f8e0, mask 0x10",E18,"CE sym <*>, at <*>, mask <*>"
414,-,1119725040,2005.06.25,R05-M0-N7-C:J04-U01,2005-06-25-11.44.00.166788,R05-M0-N7-C:J04-U01,RAS,KERNEL,INFO,generating core.41347,E67,generating core.<*>
1415,-,1127243163,2005.09.20,,2005-09-20-12.06.03.683009,,RAS,MMCS,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",E74,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)"
851,-,1121252594,2005.07.13,R22-M1-N8-C:J09-U01,2005-07-13-04.03.14.945951,R22-M1-N8-C:J09-U01,RAS,KERNEL,INFO,113355952 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
159,KERNDTLB,1118555299,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-22.48.19.442753,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt,E55,data TLB error interrupt
917,-,1121312231,2005.07.13,R23-M0-NB-C:J11-U11,2005-07-13-20.37.11.588497,R23-M0-NB-C:J11-U11,RAS,KERNEL,INFO,generating core.27577,E67,generating core.<*>
337,-,1118911785,2005.06.16,R27-M1-ND-C:J11-U01,2005-06-16-01.49.45.558500,R27-M1-ND-C:J11-U01,RAS,KERNEL,INFO,generating core.2961,E67,generating core.<*>
127,KERNDTLB,1118543547,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-19.32.27.820915,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt,E55,data TLB error interrupt
339,-,1118915888,2005.06.16,R20-M1-N7-C:J08-U11,2005-06-16-02.58.08.116468,R20-M1-N7-C:J08-U11,RAS,KERNEL,INFO,generating core.42,E67,generating core.<*>
1861,-,1133448791,2005.12.01,R22-M0-ND-C:J17-U01,2005-12-01-06.53.11.512681,R22-M0-ND-C:J17-U01,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
1698,-,1131458788,2005.11.08,R74-M0-N1-C:J05-U01,2005-11-08-06.06.28.982001,R74-M0-N1-C:J05-U01,RAS,KERNEL,INFO,"CE sym 30, at 0x042358a0, mask 0x20",E18,"CE sym <*>, at <*>, mask <*>"
647,-,1120932365,2005.07.09,R31-M1-N9-C:J15-U11,2005-07-09-11.06.05.052923,R31-M1-N9-C:J15-U11,RAS,KERNEL,INFO,generating core.23664,E67,generating core.<*>
179,-,1118710341,2005.06.13,R02-M0-N8-C:J08-U11,2005-06-13-17.52.21.811586,R02-M0-N8-C:J08-U11,RAS,KERNEL,FATAL,instruction address: 0x00004ed8,E76,instruction address: <*>
654,-,1120932709,2005.07.09,R20-M1-N2-C:J10-U11,2005-07-09-11.11.49.090815,R20-M1-N2-C:J10-U11,RAS,KERNEL,INFO,generating core.38077,E67,generating core.<*>
1601,-,1131063531,2005.11.03,R56-M0-N7-C:J02-U01,2005-11-03-16.18.51.107407,R56-M0-N7-C:J02-U01,RAS,KERNEL,INFO,2354412 floating point alignment exceptions,E4,<*> floating point alignment exceptions
739,-,1120956527,2005.07.09,R37-M1-N7-C:J04-U11,2005-07-09-17.48.47.234245,R37-M1-N7-C:J04-U11,RAS,KERNEL,INFO,generating core.8531,E67,generating core.<*>
1038,-,1121900875,2005.07.20,R10-M0-NF-C:J04-U01,2005-07-20-16.07.55.072864,R10-M0-NF-C:J04-U01,RAS,KERNEL,INFO,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions
430,-,1119799504,2005.06.26,R01-M1-ND-C:J15-U11,2005-06-26-08.25.04.032782,R01-M1-ND-C:J15-U11,RAS,KERNEL,INFO,"CE sym 5, at 0x11042a80, mask 0x04",E18,"CE sym <*>, at <*>, mask <*>"
1765,-,1132546059,2005.11.20,R25-M0-N2-C:J11-U11,2005-11-20-20.07.39.717185,R25-M0-N2-C:J11-U11,RAS,KERNEL,INFO,"CE sym 28, at 0x1efc7020, mask 0x20",E18,"CE sym <*>, at <*>, mask <*>"
1335,-,1125220268,2005.08.28,R75-M1-N8-C:J13-U11,2005-08-28-02.11.08.660202,R75-M1-N8-C:J13-U11,RAS,KERNEL,INFO,155918940 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
1762,-,1132320935,2005.11.18,R02-M1-NC-I:J18-U01,2005-11-18-05.35.35.752458,R02-M1-NC-I:J18-U01,RAS,KERNEL,INFO,"ciod: Received signal 15, code=0, errno=0, address=0x000001b0",E41,"ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>"
1770,-,1132584089,2005.11.21,R26-M0-N0-I:J18-U11,2005-11-21-06.41.29.787206,R26-M0-N0-I:J18-U11,RAS,KERNEL,INFO,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),E82,MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>)
1912,-,1133455483,2005.12.01,R43-M0-N2-C:J09-U01,2005-12-01-08.44.43.581956,R43-M0-N2-C:J09-U01,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
168,KERNSTOR,1118709549,2005.06.13,R15-M0-N9-C:J05-U11,2005-06-13-17.39.09.591793,R15-M0-N9-C:J05-U11,RAS,KERNEL,FATAL,data storage interrupt,E52,data storage interrupt
212,KERNSTOR,1118767955,2005.06.14,R11-M1-N6-C:J12-U01,2005-06-14-09.52.35.590523,R11-M1-N6-C:J12-U01,RAS,KERNEL,FATAL,data storage interrupt,E52,data storage interrupt
1908,-,1133455319,2005.12.01,R40-M0-N8-C:J06-U11,2005-12-01-08.41.59.328614,R40-M0-N8-C:J06-U11,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
1318,-,1125084431,2005.08.26,R66-M1-ND-C:J09-U11,2005-08-26-12.27.11.743183,R66-M1-ND-C:J09-U11,RAS,KERNEL,INFO,iar 003a9260 dear 012979b8,E70,iar <*> dear <*>
1501,-,1129456912,2005.10.16,R24-M0-N4-I:J18-U01,2005-10-16-03.01.52.266920,R24-M0-N4-I:J18-U01,RAS,KERNEL,INFO,ciod: generated 58 core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts,E34,ciod: generated <*> core files for program <*>
1020,-,1121706993,2005.07.18,R37-M1-NE-C:J02-U11,2005-07-18-10.16.33.614707,R37-M1-NE-C:J02-U11,RAS,KERNEL,INFO,generating core.25367,E67,generating core.<*>
914,-,1121312104,2005.07.13,R33-M0-NF-C:J10-U11,2005-07-13-20.35.04.592115,R33-M0-NF-C:J10-U11,RAS,KERNEL,INFO,generating core.5009,E67,generating core.<*>
1520,KERNTERM,1130529580,2005.10.28,R63-M1-NF-C:J15-U11,2005-10-28-12.59.40.203147,R63-M1-NF-C:J15-U11,RAS,KERNEL,FATAL,rts: kernel terminated for reason 1004,E111,rts: kernel terminated for reason <*>
740,-,1120956557,2005.07.09,R20-M0-N5-C:J07-U11,2005-07-09-17.49.17.958580,R20-M0-N5-C:J07-U11,RAS,KERNEL,INFO,generating core.13946,E67,generating core.<*>
506,-,1120216240,2005.07.01,R20-M1-N2-C:J17-U01,2005-07-01-04.10.40.232817,R20-M1-N2-C:J17-U01,RAS,KERNEL,INFO,generating core.18540,E67,generating core.<*>
1456,-,1127356175,2005.09.21,R23-M0-N5-C:J12-U01,2005-09-21-19.29.35.484182,R23-M0-N5-C:J12-U01,RAS,KERNEL,INFO,"CE sym 29, at 0x14123c20, mask 0x08",E18,"CE sym <*>, at <*>, mask <*>"
1492,-,1129204989,2005.10.13,R44-M0-N4-I:J18-U01,2005-10-13-05.03.09.377689,R44-M0-N4-I:J18-U01,RAS,APP,FATAL,"ciod: Error loading /bgl/apps/followup/SPASM/spasm.254: invalid or missing program image, Permission denied",E26,"ciod: Error loading /<*>: invalid or missing program image, Permission denied"
91,-,1118290076,2005.06.08,R27-M0-ND-C:J10-U01,2005-06-08-21.07.56.397001,R27-M0-ND-C:J10-U01,RAS,KERNEL,INFO,generating core.3265,E67,generating core.<*>
1834,-,1133448278,2005.12.01,R52-M0-N1-C:J10-U11,2005-12-01-06.44.38.098317,R52-M0-N1-C:J10-U11,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
671,-,1120935040,2005.07.09,R07-M1-ND-C:J17-U11,2005-07-09-11.50.40.338378,R07-M1-ND-C:J17-U11,RAS,KERNEL,INFO,generating core.51808,E67,generating core.<*>
332,-,1118852913,2005.06.15,R02-M1-N0-C:J12-U11,2005-06-15-09.28.33.631142,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
384,-,1119625799,2005.06.24,R03-M0-NB-C:J10-U11,2005-06-24-08.09.59.585592,R03-M0-NB-C:J10-U11,RAS,KERNEL,INFO,"CE sym 12, at 0x1b786f60, mask 0x04",E18,"CE sym <*>, at <*>, mask <*>"
1969,-,1134160697,2005.12.09,R64-M0-N8-I:J18-U11,2005-12-09-12.38.17.827307,R64-M0-N8-I:J18-U11,RAS,APP,FATAL,"ciod: Error loading /p/gb1/stella/UMT2K/1369/umt2k_DD: invalid or missing program image, Permission denied",E26,"ciod: Error loading /<*>: invalid or missing program image, Permission denied"
590,-,1120487288,2005.07.04,R36-M1-NB-C:J05-U01,2005-07-04-07.28.08.559194,R36-M1-NB-C:J05-U01,RAS,KERNEL,INFO,generating core.14627,E67,generating core.<*>
1974,APPSEV,1134496355,2005.12.13,R74-M1-N8-I:J18-U11,2005-12-13-09.52.35.527182,R74-M1-N8-I:J18-U11,RAS,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:55929, Link has been severed",E32,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed"
1116,-,1122165293,2005.07.23,R12-M0-NC-C:J05-U01,2005-07-23-17.34.53.711297,R12-M0-NC-C:J05-U01,RAS,KERNEL,INFO,generating core.15063,E67,generating core.<*>
101,-,1118363168,2005.06.09,R16-M1-N2-C:J17-U01,2005-06-09-17.26.08.386218,R16-M1-N2-C:J17-U01,RAS,KERNEL,INFO,"CE sym 2, at 0x1b85fe80, mask 0x02",E18,"CE sym <*>, at <*>, mask <*>"
235,-,1118769574,2005.06.14,R26-M1-NC-C:J13-U11,2005-06-14-10.19.34.342222,R26-M1-NC-C:J13-U11,RAS,KERNEL,FATAL,exception syndrome register: 0x00800000,E61,exception syndrome register: <*>
1329,-,1125149105,2005.08.27,R36-M0-N5-C:J03-U01,2005-08-27-06.25.05.684576,R36-M0-N5-C:J03-U01,RAS,KERNEL,INFO,"CE sym 23, at 0x03f89c00, mask 0x10",E18,"CE sym <*>, at <*>, mask <*>"
1884,-,1133454886,2005.12.01,R32-M0-NB-C:J14-U01,2005-12-01-08.34.46.529035,R32-M0-NB-C:J14-U01,RAS,KERNEL,INFO,"10663 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. 0 critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
1440,-,1127245515,2005.09.20,R26-M0-N7,2005-09-20-12.45.15.754325,R26-M0-N7,,DISCOVERY,INFO,"Node card VPD check: U01 node in processor card slot J08 do not match. VPD ecid 075F04E8A27BFFFF07021C3096ED, found 04D78137922FFFFF040E1C3052ED",E93,"Node card VPD check: U<*> node in processor card slot J<*> do not match. VPD ecid <*>, found <*>"
259,-,1118771014,2005.06.14,R27-M1-NF-C:J03-U11,2005-06-14-10.43.34.293126,R27-M1-NF-C:J03-U11,RAS,KERNEL,FATAL,floating point instr. enabled.....1,E62,floating point instr. enabled.....<*>
1403,-,1126587645,2005.09.12,R63-M1-NC-C:J06-U01,2005-09-12-22.00.45.953966,R63-M1-NC-C:J06-U01,RAS,KERNEL,INFO,total of 1 ddr error(s) detected and corrected,E118,total of <*> ddr error(s) detected and corrected
649,-,1120932589,2005.07.09,R24-M1-N1-C:J12-U01,2005-07-09-11.09.49.772584,R24-M1-N1-C:J12-U01,RAS,KERNEL,INFO,generating core.6553,E67,generating core.<*>
406,-,1119715625,2005.06.25,R24-M1-N9-C:J06-U11,2005-06-25-09.07.05.564792,R24-M1-N9-C:J06-U11,RAS,KERNEL,INFO,generating core.40250,E67,generating core.<*>
72,-,1118149549,2005.06.07,R20-M0-N2-C:J09-U01,2005-06-07-06.05.49.961844,R20-M0-N2-C:J09-U01,RAS,KERNEL,INFO,generating core.3638,E67,generating core.<*>
1469,-,1128027755,2005.09.29,R03-M1-ND-C:J14-U01,2005-09-29-14.02.35.872055,R03-M1-ND-C:J14-U01,RAS,KERNEL,INFO,critical input interrupt (unit=0x0b bit=0x06): warning for torus y+ wire,E44,critical input interrupt (unit=<*> bit=<*>): warning for torus y+ wire
1287,-,1125082746,2005.08.26,R63-M1-N6-C:J17-U01,2005-08-26-11.59.06.032773,R63-M1-N6-C:J17-U01,RAS,KERNEL,INFO,2201500 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
1257,APPSEV,1124071359,2005.08.14,R21-M0-N8-I:J18-U11,2005-08-14-19.02.39.467287,R21-M0-N8-I:J18-U11,RAS,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:42213: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed
361,-,1119291293,2005.06.20,R10-M0-N8-C:J03-U11,2005-06-20-11.14.53.357175,R10-M0-N8-C:J03-U11,RAS,KERNEL,INFO,generating core.15935,E67,generating core.<*>
1998,-,1135669517,2005.12.26,R37-M1-NC-C:J02-U11,2005-12-26-23.45.17.825965,R37-M1-NC-C:J02-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
169,KERNSTOR,1118709578,2005.06.13,R13-M1-N2-C:J17-U01,2005-06-13-17.39.38.100643,R13-M1-N2-C:J17-U01,RAS,KERNEL,FATAL,data storage interrupt,E52,data storage interrupt
365,-,1119377678,2005.06.21,R20-M0-N9-C:J11-U11,2005-06-21-11.14.38.018978,R20-M0-N9-C:J11-U11,RAS,KERNEL,INFO,generating core.8089,E67,generating core.<*>
228,KERNSTOR,1118769443,2005.06.14,R21-M0-NC-C:J13-U11,2005-06-14-10.17.23.235674,R21-M0-NC-C:J13-U11,RAS,KERNEL,FATAL,data storage interrupt,E52,data storage interrupt
833,-,1121172512,2005.07.12,R34-M1-N4-C:J10-U01,2005-07-12-05.48.32.925986,R34-M1-N4-C:J10-U01,RAS,KERNEL,INFO,generating core.14021,E67,generating core.<*>
148,KERNDTLB,1118552349,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-21.59.09.406185,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt,E55,data TLB error interrupt
